國 [U+570B]
圍 [U+570D]
園 [U+5712]
圓 [U+5713]
圖 [U+5716]
團 [U+5718]
土 [U+571F]
圣 [U+5723]
在 [U+5728]
圭 [U+572D]
地 [U+5730]
场 [U+573A]
圾 [U+573E]
址 [U+5740]
坂 [U+5742]
均 [U+5747]
坊 [U+574A]
坍 [U+574D]
坎 [U+574E]
坏 [U+574F]
坐 [U+5750]
坑 [U+5751]
块 [U+5757]
坚 [U+575A]
坛 [U+575B]
坝 [U+575D]
坞 [U+575E]
坟 [U+575F]
坠 [U+5760]
坡 [U+5761]
坤 [U+5764]
坦 [U+5766]
坪 [U+576A]
坯 [U+576F]
坷 [U+5777]
垂 [U+5782]
垃 [U+5783]
垄 [U+5784]
型 [U+578B]
垒 [U+5792]
垛 [U+579B]
垢 [U+57A2]
垣 [U+57A3]
垦 [U+57A6]
垫 [U+57AB]
垮 [U+57AE]
埂 [U+57C2]
埃 [U+57C3]
埋 [U+57CB]
城 [U+57CE]
埔 [U+57D4]
域 [U+57DF]
埠 [U+57E0]
執 [U+57F7]
培 [U+57F9]
基 [U+57FA]
堂 [U+5802]
堅 [U+5805]
堆 [U+5806]
堑 [U+5811]
堕 [U+5815]
堡 [U+5821]
堤 [U+5824]
堪 [U+582A]
堯 [U+582F]
堰 [U+5830]
報 [U+5831]
場 [U+5834]
堵 [U+5835]
堿 [U+583F]
塊 [U+584A]
塌 [U+584C]
塑 [U+5851]
塔 [U+5854]
塗 [U+5857]
塘 [U+5858]
塞 [U+585E]
塢 [U+5862]
填 [U+586B]
塵 [U+5875]
塹 [U+5879]
境 [U+5883]
墅 [U+5885]
墊 [U+588A]
墒 [U+5892]
墓 [U+5893]
増 [U+5897]
墙 [U+5899]
墜 [U+589C]
增 [U+589E]
墟 [U+589F]
墨 [U+58A8]
墩 [U+58A9]
墮 [U+58AE]
墳 [U+58B3]
墾 [U+58BE]
壁 [U+58C1]
壇 [U+58C7]
壓 [U+58D3]
壕 [U+58D5]
壘 [U+58D8]
壞 [U+58DE]
壟 [U+58DF]
壤 [U+58E4]
壩 [U+58E9]
士 [U+58EB]
壬 [U+58EC]
壮 [U+58EE]
壯 [U+58EF]
声 [U+58F0]
売 [U+58F2]
壳 [U+58F3]
壶 [U+58F6]
壹 [U+58F9]
壺 [U+58FA]
壽 [U+58FD]
处 [U+5904]
备 [U+5907]
変 [U+5909]
复 [U+590D]
夏 [U+590F]
夕 [U+5915]
外 [U+5916]
多 [U+591A]
夜 [U+591C]
够 [U+591F]
夠 [U+5920]
夢 [U+5922]
夥 [U+5925]
大 [U+5927]
天 [U+5929]
太 [U+592A]
夫 [U+592B]
央 [U+592E]
夯 [U+592F]
失 [U+5931]
头 [U+5934]
夷 [U+5937]
夸 [U+5938]
夹 [U+5939]
夺 [U+593A]
夾 [U+593E]
奄 [U+5944]
奇 [U+5947]
奈 [U+5948]
奉 [U+5949]
奋 [U+594B]
奎 [U+594E]
奏 [U+594F]
契 [U+5951]
奔 [U+5954]
奖 [U+5956]
套 [U+5957]
奠 [U+5960]
奢 [U+5962]
奥 [U+5965]
奧 [U+5967]
奪 [U+596A]
奮 [U+596E]
女 [U+5973]
奴 [U+5974]
奶 [U+5976]
奸 [U+5978]
她 [U+5979]
好 [U+597D]
如 [U+5982]
妄 [U+5984]
妆 [U+5986]
妇 [U+5987]
妈 [U+5988]
妊 [U+598A]
妒 [U+5992]
妓 [U+5993]
妖 [U+5996]
妙 [U+5999]
妝 [U+599D]
妥 [U+59A5]
妨 [U+59A8]
妮 [U+59AE]
妹 [U+59B9]
妻 [U+59BB]
姆 [U+59C6]
始 [U+59CB]
姐 [U+59D0]
姑 [U+59D1]
姓 [U+59D3]
委 [U+59D4]
姚 [U+59DA]
姜 [U+59DC]
姥 [U+59E5]
姨 [U+59E8]
姬 [U+59EC]
姻 [U+59FB]
姿 [U+59FF]
威 [U+5A01]
娃 [U+5A03]
娄 [U+5A04]
娇 [U+5A07]
娘 [U+5A18]
娛 [U+5A1B]
娜 [U+5A1C]
娟 [U+5A1F]
娠 [U+5A20]
娥 [U+5A25]
娩 [U+5A29]
娱 [U+5A31]
娶 [U+5A36]
婁 [U+5A41]
婆 [U+5A46]
婉 [U+5A49]
婚 [U+5A5A]
婦 [U+5A66]
婪 [U+5A6A]
婴 [U+5A74]
婶 [U+5A76]
婿 [U+5A7F]
媒 [U+5A92]
媚 [U+5A9A]
媳 [U+5AB3]
媽 [U+5ABD]
嫁 [U+5AC1]
嫂 [U+5AC2]
嫉 [U+5AC9]
嫌 [U+5ACC]
嫡 [U+5AE1]
嫩 [U+5AE9]
嬌 [U+5B0C]
嬰 [U+5B30]
嬸 [U+5B38]
子 [U+5B50]
孔 [U+5B54]
孕 [U+5B55]
字 [U+5B57]
存 [U+5B58]
孙 [U+5B59]
孜 [U+5B5C]
孝 [U+5B5D]
孟 [U+5B5F]
季 [U+5B63]
孤 [U+5B64]
学 [U+5B66]
孩 [U+5B69]
孪 [U+5B6A]
孫 [U+5B6B]
孰 [U+5B70]
孵 [U+5B75]
學 [U+5B78]
孺 [U+5B7A]
孽 [U+5B7D]
孿 [U+5B7F]
宁 [U+5B81]
它 [U+5B83]
宅 [U+5B85]
宇 [U+5B87]
守 [U+5B88]
安 [U+5B89]
宋 [U+5B8B]
完 [U+5B8C]
宏 [U+5B8F]
宗 [U+5B97]
官 [U+5B98]
宙 [U+5B99]
定 [U+5B9A]
宛 [U+5B9B]
宜 [U+5B9C]
宝 [U+5B9D]
实 [U+5B9E]
実 [U+5B9F]
宠 [U+5BA0]
审 [U+5BA1]
客 [U+5BA2]
宣 [U+5BA3]
室 [U+5BA4]
宦 [U+5BA6]
宪 [U+5BAA]
宫 [U+5BAB]
宮 [U+5BAE]
宰 [U+5BB0]
害 [U+5BB3]
宴 [U+5BB4]
宵 [U+5BB5]
家 [U+5BB6]
容 [U+5BB9]
宽 [U+5BBD]
宾 [U+5BBE]
宿 [U+5BBF]
寂 [U+5BC2]
寄 [U+5BC4]
寅 [U+5BC5]
密 [U+5BC6]
寇 [U+5BC7]
富 [U+5BCC]
寐 [U+5BD0]
寒 [U+5BD2]
寓 [U+5BD3]
寝 [U+5BDD]
寞 [U+5BDE]
察 [U+5BDF]
寡 [U+5BE1]
寢 [U+5BE2]
寥 [U+5BE5]
實 [U+5BE6]
寨 [U+5BE8]
審 [U+5BE9]
寫 [U+5BEB]
寬 [U+5BEC]
寵 [U+5BF5]
寶 [U+5BF6]
寸 [U+5BF8]
对 [U+5BF9]
寺 [U+5BFA]
寻 [U+5BFB]
导 [U+5BFC]
対 [U+5BFE]
寿 [U+5BFF]
封 [U+5C01]
射 [U+5C04]
将 [U+5C06]
將 [U+5C07]
專 [U+5C08]
尉 [U+5C09]
尊 [U+5C0A]
尋 [U+5C0B]
對 [U+5C0D]
導 [U+5C0E]
小 [U+5C0F]
少 [U+5C11]
尔 [U+5C14]
尖 [U+5C16]
尘 [U+5C18]
尚 [U+5C1A]
尝 [U+5C1D]
尤 [U+5C24]
尧 [U+5C27]
就 [U+5C31]
尸 [U+5C38]
尹 [U+5C39]
尺 [U+5C3A]
尼 [U+5C3C]
尽 [U+5C3D]
尾 [U+5C3E]
尿 [U+5C3F]
局 [U+5C40]
屁 [U+5C41]
层 [U+5C42]
居 [U+5C45]
屆 [U+5C46]
屈 [U+5C48]
屉 [U+5C49]
届 [U+5C4A]
屋 [U+5C4B]
屍 [U+5C4D]
屎 [U+5C4E]
屏 [U+5C4F]
屑 [U+5C51]
展 [U+5C55]
屜 [U+5C5C]
属 [U+5C5E]
屠 [U+5C60]
屡 [U+5C61]
屢 [U+5C62]
層 [U+5C64]
履 [U+5C65]
屬 [U+5C6C]
屯 [U+5C6F]
山 [U+5C71]
屹 [U+5C79]
屿 [U+5C7F]
岁 [U+5C81]
岂 [U+5C82]
岔 [U+5C94]
岗 [U+5C97]
岛 [U+5C9B]
岡 [U+5CA1]
岩 [U+5CA9]
岭 [U+5CAD]
岳 [U+5CB3]
岸 [U+5CB8]
岿 [U+5CBF]
峙 [U+5CD9]
峡 [U+5CE1]
峦 [U+5CE6]
峨 [U+5CE8]
峪 [U+5CEA]
峭 [U+5CED]
峰 [U+5CF0]
島 [U+5CF6]
峻 [U+5CFB]
峽 [U+5CFD]
崇 [U+5D07]
崎 [U+5D0E]
崑 [U+5D11]
崔 [U+5D14]
崖 [U+5D16]
崗 [U+5D17]
崙 [U+5D19]
崩 [U+5D29]
崭 [U+5D2D]
嵌 [U+5D4C]
嶄 [U+5D84]
嶺 [U+5DBA]
嶼 [U+5DBC]
嶽 [U+5DBD]
巋 [U+5DCB]
巍 [U+5DCD]
巒 [U+5DD2]
川 [U+5DDD]
州 [U+5DDE]
巡 [U+5DE1]
巢 [U+5DE2]
工 [U+5DE5]
左 [U+5DE6]
巧 [U+5DE7]
巨 [U+5DE8]
巩 [U+5DE9]
巫 [U+5DEB]
差 [U+5DEE]
己 [U+5DF1]
已 [U+5DF2]
巳 [U+5DF3]
巴 [U+5DF4]
巷 [U+5DF7]
巾 [U+5DFE]
币 [U+5E01]
市 [U+5E02]
布 [U+5E03]
帅 [U+5E05]
帆 [U+5E06]
师 [U+5E08]
希 [U+5E0C]
帐 [U+5E10]
帕 [U+5E15]
帖 [U+5E16]
帘 [U+5E18]
帚 [U+5E1A]
帛 [U+5E1B]
帜 [U+5E1C]
帝 [U+5E1D]
帥 [U+5E25]
带 [U+5E26]
帧 [U+5E27]
師 [U+5E2B]
席 [U+5E2D]
帮 [U+5E2E]
帳 [U+5E33]
帶 [U+5E36]
常 [U+5E38]
帽 [U+5E3D]
幀 [U+5E40]
幂 [U+5E42]
幅 [U+5E45]
幌 [U+5E4C]
幕 [U+5E55]
幟 [U+5E5F]
幢 [U+5E62]
幣 [U+5E63]
幫 [U+5E6B]
干 [U+5E72]
平 [U+5E73]
年 [U+5E74]
并 [U+5E76]
幸 [U+5E78]
幹 [U+5E79]
幻 [U+5E7B]
幼 [U+5E7C]
幽 [U+5E7D]
幾 [U+5E7E]
广 [U+5E7F]
広 [U+5E83]
庄 [U+5E84]
庆 [U+5E86]
庇 [U+5E87]
床 [U+5E8A]
序 [U+5E8F]
庐 [U+5E90]
库 [U+5E93]
应 [U+5E94]
底 [U+5E95]
店 [U+5E97]
庙 [U+5E99]
庚 [U+5E9A]
府 [U+5E9C]
庞 [U+5E9E]
废 [U+5E9F]
度 [U+5EA6]
座 [U+5EA7]
庫 [U+5EAB]
庭 [U+5EAD]
庶 [U+5EB6]
康 [U+5EB7]
庸 [U+5EB8]
廁 [U+5EC1]
廂 [U+5EC2]
廄 [U+5EC4]
廈 [U+5EC8]
廉 [U+5EC9]
廊 [U+5ECA]
廓 [U+5ED3]
廖 [U+5ED6]
廚 [U+5EDA]
廟 [U+5EDF]
廠 [U+5EE0]
廢 [U+5EE2]
廣 [U+5EE3]
廬 [U+5EEC]
廳 [U+5EF3]
延 [U+5EF6]
廷 [U+5EF7]
建 [U+5EFA]
开 [U+5F00]
异 [U+5F02]
弃 [U+5F03]
弄 [U+5F04]
弊 [U+5F0A]
式 [U+5F0F]
弓 [U+5F13]
引 [U+5F15]
弗 [U+5F17]
弘 [U+5F18]
弛 [U+5F1B]
弟 [U+5F1F]
张 [U+5F20]
弥 [U+5F25]
弦 [U+5F26]
弧 [U+5F27]
弯 [U+5F2F]
弱 [U+5F31]
張 [U+5F35]
強 [U+5F37]
弹 [U+5F39]
强 [U+5F3A]
彈 [U+5F48]
彌 [U+5F4C]
彎 [U+5F4E]
归 [U+5F52]
当 [U+5F53]
录 [U+5F55]
彝 [U+5F5D]
形 [U+5F62]
彤 [U+5F64]
彥 [U+5F65]
彦 [U+5F66]
彩 [U+5F69]
彪 [U+5F6A]
彬 [U+5F6C]
彭 [U+5F6D]
彰 [U+5F70]
影 [U+5F71]
役 [U+5F79]
彻 [U+5F7B]
彼 [U+5F7C]
往 [U+5F80]
征 [U+5F81]
径 [U+5F84]
待 [U+5F85]
很 [U+5F88]
徊 [U+5F8A]
律 [U+5F8B]
後 [U+5F8C]
徐 [U+5F90]
徑 [U+5F91]
徒 [U+5F92]
得 [U+5F97]
徘 [U+5F98]
從 [U+5F9E]
御 [U+5FA1]
復 [U+5FA9]
循 [U+5FAA]
微 [U+5FAE]
德 [U+5FB7]
徹 [U+5FB9]
徽 [U+5FBD]
心 [U+5FC3]
必 [U+5FC5]
忆 [U+5FC6]
忌 [U+5FCC]
忍 [U+5FCD]
志 [U+5FD7]
忘 [U+5FD8]
忙 [U+5FD9]
応 [U+5FDC]
忠 [U+5FE0]
忧 [U+5FE7]
快 [U+5FEB]
忱 [U+5FF1]
念 [U+5FF5]
忻 [U+5FFB]
忽 [U+5FFD]
忿 [U+5FFF]
怀 [U+6000]
态 [U+6001]
怂 [U+6002]
怎 [U+600E]
怒 [U+6012]
怔 [U+6014]
怕 [U+6015]
怖 [U+6016]
怜 [U+601C]
思 [U+601D]
怠 [U+6020]
急 [U+6025]
性 [U+6027]
怨 [U+6028]
怪 [U+602A]
怯 [U+602F]
总 [U+603B]
恃 [U+6043]
恋 [U+604B]
恍 [U+604D]
恐 [U+6050]
恒 [U+6052]
恕 [U+6055]
恢 [U+6062]
恤 [U+6064]
恥 [U+6065]
恨 [U+6068]
恩 [U+6069]
恫 [U+606B]
恬 [U+606C]
恭 [U+606D]
息 [U+606F]
恳 [U+6073]
恶 [U+6076]
恼 [U+607C]
恿 [U+607F]
悄 [U+6084]
悅 [U+6085]
悉 [U+6089]
悍 [U+608D]
悔 [U+6094]
悟 [U+609F]
悠 [U+60A0]
患 [U+60A3]
悦 [U+60A6]
您 [U+60A8]
悬 [U+60AC]
悯 [U+60AF]
悲 [U+60B2]
悶 [U+60B6]
悸 [U+60B8]
悼 [U+60BC]
情 [U+60C5]
惊 [U+60CA]
惋 [U+60CB]
惑 [U+60D1]
惕 [U+60D5]
惜 [U+60DC]
惟 [U+60DF]
惠 [U+60E0]
惡 [U+60E1]
惦 [U+60E6]
惧 [U+60E7]
惨 [U+60E8]
惩 [U+60E9]
惫 [U+60EB]
惭 [U+60ED]
惮 [U+60EE]
惯 [U+60EF]
惰 [U+60F0]
惱 [U+60F1]
想 [U+60F3]
惶 [U+60F6]
惹 [U+60F9]
惺 [U+60FA]
愁 [U+6101]
愈 [U+6108]
愉 [U+6109]
意 [U+610F]
愚 [U+611A]
愛 [U+611B]
感 [U+611F]
愤 [U+6124]
愧 [U+6127]
愿 [U+613F]
慈 [U+6148]
態 [U+614B]
慌 [U+614C]
慎 [U+614E]
慑 [U+6151]
慕 [U+6155]
慘 [U+6158]
慚 [U+615A]
慢 [U+6162]
慣 [U+6163]
慧 [U+6167]
慨 [U+6168]
慫 [U+616B]
慮 [U+616E]
慰 [U+6170]
慶 [U+6176]
慷 [U+6177]
憂 [U+6182]
憊 [U+618A]
憋 [U+618B]
憎 [U+618E]
憐 [U+6190]
憑 [U+6191]
憚 [U+619A]
憤 [U+61A4]
憨 [U+61A8]
憫 [U+61AB]
憲 [U+61B2]
憶 [U+61B6]
憾 [U+61BE]
懂 [U+61C2]
懇 [U+61C7]
懈 [U+61C8]
應 [U+61C9]
懊 [U+61CA]
懒 [U+61D2]
懦 [U+61E6]
懲 [U+61F2]
懶 [U+61F6]
懷 [U+61F7]
懸 [U+61F8]
懼 [U+61FC]
懾 [U+61FE]
戀 [U+6200]
戈 [U+6208]
戊 [U+620A]
戌 [U+620C]
戍 [U+620D]
戎 [U+620E]
戏 [U+620F]
成 [U+6210]
我 [U+6211]
戒 [U+6212]
或 [U+6216]
战 [U+6218]
戚 [U+621A]
戦 [U+6226]
截 [U+622A]
戮 [U+622E]
戰 [U+6230]
戲 [U+6232]
戳 [U+6233]
戴 [U+6234]
戶 [U+6236]
户 [U+6237]
房 [U+623F]
所 [U+6240]
扁 [U+6241]
扇 [U+6247]
手 [U+624B]
才 [U+624D]
扎 [U+624E]
扑 [U+6251]
扒 [U+6252]
打 [U+6253]
扔 [U+6254]
托 [U+6258]
扛 [U+625B]
扡 [U+6261]
扣 [U+6263]
扦 [U+6266]
执 [U+6267]
扩 [U+6269]
扫 [U+626B]
扬 [U+626C]
扭 [U+626D]
扮 [U+626E]
扯 [U+626F]
扰 [U+6270]
扳 [U+6273]
扶 [U+6276]
批 [U+6279]
扼 [U+627C]
找 [U+627E]
承 [U+627F]
技 [U+6280]
抄 [U+6284]
抉 [U+6289]
把 [U+628A]
抑 [U+6291]
抒 [U+6292]
抓 [U+6293]
投 [U+6295]
抖 [U+6296]
抗 [U+6297]
折 [U+6298]
抚 [U+629A]
抛 [U+629B]
抠 [U+62A0]
抡 [U+62A1]
抢 [U+62A2]
护 [U+62A4]
报 [U+62A5]
抨 [U+62A8]
披 [U+62AB]
抬 [U+62AC]
抱 [U+62B1]
抵 [U+62B5]
抹 [U+62B9]
押 [U+62BC]
抽 [U+62BD]
抿 [U+62BF]
拂 [U+62C2]
拄 [U+62C4]
担 [U+62C5]
拆 [U+62C6]
拇 [U+62C7]
拈 [U+62C8]
拉 [U+62C9]
拋 [U+62CB]
拌 [U+62CC]
拍 [U+62CD]
拎 [U+62CE]
拐 [U+62D0]
拒 [U+62D2]
拓 [U+62D3]
拔 [U+62D4]
拖 [U+62D6]
拘 [U+62D8]
拙 [U+62D9]
招 [U+62DB]
拜 [U+62DC]
拟 [U+62DF]
拢 [U+62E2]
拣 [U+62E3]
拥 [U+62E5]
拦 [U+62E6]
拧 [U+62E7]
拨 [U+62E8]
择 [U+62E9]
括 [U+62EC]
拭 [U+62ED]
拯 [U+62EF]
拱 [U+62F1]
拳 [U+62F3]
拴 [U+62F4]
拷 [U+62F7]
拼 [U+62FC]
拽 [U+62FD]
拾 [U+62FE]
拿 [U+62FF]
持 [U+6301]
挂 [U+6302]
指 [U+6307]
按 [U+6309]
挎 [U+630E]
挑 [U+6311]
挖 [U+6316]
挙 [U+6319]
挚 [U+631A]
挛 [U+631B]
挝 [U+631D]
挞 [U+631E]
挟 [U+631F]
挠 [U+6320]
挡 [U+6321]
挣 [U+6323]
挤 [U+6324]
挥 [U+6325]
挨 [U+6328]
挪 [U+632A]
挫 [U+632B]
振 [U+632F]
挽 [U+633D]
挾 [U+633E]
捂 [U+6342]
捅 [U+6345]
捆 [U+6346]
捉 [U+6349]
捌 [U+634C]
捍 [U+634D]
捎 [U+634E]
捏 [U+634F]
捐 [U+6350]
捕 [U+6355]
捞 [U+635E]
损 [U+635F]
捡 [U+6361]
换 [U+6362]
捣 [U+6363]
捧 [U+6367]
据 [U+636E]
捶 [U+6376]
捷 [U+6377]
捻 [U+637B]
掀 [U+6380]
掂 [U+6382]
掃 [U+6383]
掄 [U+6384]
掇 [U+6387]
授 [U+6388]
掉 [U+6389]
掌 [U+638C]
掏 [U+638F]
掐 [U+6390]
排 [U+6392]
掖 [U+6396]
掘 [U+6398]
掙 [U+6399]
掛 [U+639B]
掠 [U+63A0]
探 [U+63A2]
掣 [U+63A3]
接 [U+63A5]
控 [U+63A7]
推 [U+63A8]
掩 [U+63A9]
措 [U+63AA]
掳 [U+63B3]
掷 [U+63B7]
掸 [U+63B8]
掺 [U+63BA]
揀 [U+63C0]
揉 [U+63C9]
揍 [U+63CD]
描 [U+63CF]
提 [U+63D0]
插 [U+63D2]
揖 [U+63D6]
揚 [U+63DA]
換 [U+63DB]
握 [U+63E1]
揣 [U+63E3]
揩 [U+63E9]
揪 [U+63EA]
揭 [U+63ED]
揮 [U+63EE]
援 [U+63F4]
揽 [U+63FD]
搀 [U+6400]
搁 [U+6401]
搂 [U+6402]
搅 [U+6405]
損 [U+640D]
搏 [U+640F]
搐 [U+6410]
搓 [U+6413]
搔 [U+6414]
搖 [U+6416]
搗 [U+6417]
搜 [U+641C]
搞 [U+641E]
搪 [U+642A]
搬 [U+642C]
搭 [U+642D]
搶 [U+6436]
携 [U+643A]
搽 [U+643D]
摄 [U+6444]
摆 [U+6446]
摇 [U+6447]
摈 [U+6448]
摊 [U+644A]
摔 [U+6454]
摘 [U+6458]
摟 [U+645F]
摧 [U+6467]
摩 [U+6469]
摯 [U+646F]
摳 [U+6473]
摸 [U+6478]
摹 [U+6479]
摻 [U+647B]
撂 [U+6482]
撃 [U+6483]
撅 [U+6485]
撇 [U+6487]
撈 [U+6488]
撐 [U+6490]
撑 [U+6491]
撒 [U+6492]
撓 [U+6493]
撕 [U+6495]
撚 [U+649A]
撞 [U+649E]
撣 [U+64A3]
撤 [U+64A4]
撥 [U+64A5]
撩 [U+64A9]
撫 [U+64AB]
撬 [U+64AC]
播 [U+64AD]
撮 [U+64AE]
撰 [U+64B0]
撲 [U+64B2]
撵 [U+64B5]
撻 [U+64BB]
撼 [U+64BC]
撾 [U+64BE]
撿 [U+64BF]
擁 [U+64C1]
擂 [U+64C2]
擄 [U+64C4]
擅 [U+64C5]
擇 [U+64C7]
擊 [U+64CA]
擋 [U+64CB]
操 [U+64CD]
擎 [U+64CE]
擒 [U+64D2]
擔 [U+64D4]
據 [U+64DA]
擞 [U+64DE]
擠 [U+64E0]
擦 [U+64E6]
擬 [U+64EC]
擯 [U+64EF]
擰 [U+64F0]
擱 [U+64F1]
擲 [U+64F2]
擴 [U+64F4]
擺 [U+64FA]
擻 [U+64FB]
擾 [U+64FE]
攀 [U+6500]
攆 [U+6506]
攏 [U+650F]
攒 [U+6512]
攔 [U+6514]
攘 [U+6518]
攙 [U+6519]
攜 [U+651C]
攝 [U+651D]
攢 [U+6522]
攣 [U+6523]
攤 [U+6524]
攪 [U+652A]
攫 [U+652B]
攬 [U+652C]
支 [U+652F]
收 [U+6536]
改 [U+6539]
攻 [U+653B]
放 [U+653E]
政 [U+653F]
故 [U+6545]
效 [U+6548]
敌 [U+654C]
敏 [U+654F]
救 [U+6551]
敖 [U+6556]
敗 [U+6557]
敘 [U+6558]
教 [U+6559]
敛 [U+655B]
敝 [U+655D]
敞 [U+655E]
敢 [U+6562]
散 [U+6563]
敦 [U+6566]
敬 [U+656C]
数 [U+6570]
敲 [U+6572]
整 [U+6574]
敵 [U+6575]
敷 [U+6577]
數 [U+6578]
斂 [U+6582]
斃 [U+6583]
文 [U+6587]
斋 [U+658B]
斌 [U+658C]
斑 [U+6591]
斗 [U+6597]
料 [U+6599]
斜 [U+659C]
斟 [U+659F]
斡 [U+65A1]
斤 [U+65A4]
斥 [U+65A5]
斧 [U+65A7]
斩 [U+65A9]
斬 [U+65AC]
断 [U+65AD]
斯 [U+65AF]
新 [U+65B0]
斷 [U+65B7]
方 [U+65B9]
施 [U+65BD]
旁 [U+65C1]
旅 [U+65C5]
旋 [U+65CB]
族 [U+65CF]
旗 [U+65D7]
无 [U+65E0]
既 [U+65E2]
日 [U+65E5]
旦 [U+65E6]
旧 [U+65E7]
旨 [U+65E8]
早 [U+65E9]
旬 [U+65EC]
旭 [U+65ED]
旱 [U+65F1]
时 [U+65F6]
旷 [U+65F7]
旺 [U+65FA]
昂 [U+6602]
昆 [U+6606]
昌 [U+660C]
明 [U+660E]
昏 [U+660F]
易 [U+6613]
昔 [U+6614]
星 [U+661F]
映 [U+6620]
春 [U+6625]
昧 [U+6627]
昨 [U+6628]
昭 [U+662D]
是 [U+662F]
昵 [U+6635]
昼 [U+663C]
显 [U+663E]
時 [U+6642]
晃 [U+6643]
晉 [U+6649]
晋 [U+664B]
晌 [U+664C]
晒 [U+6652]
晓 [U+6653]
晕 [U+6655]
晚 [U+665A]
晝 [U+665D]
晤 [U+6664]
晦 [U+6666]
晨 [U+6668]
普 [U+666E]
景 [U+666F]
晰 [U+6670]
晴 [U+6674]
晶 [U+6676]
智 [U+667A]
晾 [U+667E]
暂 [U+6682]
暇 [U+6687]
暈 [U+6688]
暑 [U+6691]
暖 [U+6696]
暗 [U+6697]
暢 [U+66A2]
暫 [U+66AB]
暮 [U+66AE]
暴 [U+66B4]
曆 [U+66C6]
曉 [U+66C9]
曙 [U+66D9]
曝 [U+66DD]
曠 [U+66E0]
曬 [U+66EC]
曰 [U+66F0]
曲 [U+66F2]
曳 [U+66F3]
更 [U+66F4]
書 [U+66F8]
曹 [U+66F9]
曼 [U+66FC]
曾 [U+66FE]
替 [U+66FF]
最 [U+6700]
會 [U+6703]
月 [U+6708]
有 [U+6709]
朋 [U+670B]
服 [U+670D]
朔 [U+6714]
朗 [U+6717]
望 [U+671B]
朝 [U+671D]
期 [U+671F]
木 [U+6728]
未 [U+672A]
末 [U+672B]
本 [U+672C]
札 [U+672D]
术 [U+672F]
朱 [U+6731]
朴 [U+6734]
朵 [U+6735]
机 [U+673A]
朽 [U+673D]
杀 [U+6740]
杂 [U+6742]
权 [U+6743]
杆 [U+6746]
杉 [U+6749]
李 [U+674E]
杏 [U+674F]
材 [U+6750]
村 [U+6751]
杖 [U+6756]
杜 [U+675C]
束 [U+675F]
杠 [U+6760]
条 [U+6761]
来 [U+6765]
杨 [U+6768]
杭 [U+676D]
杯 [U+676F]
杰 [U+6770]
東 [U+6771]
松 [U+677E]
板 [U+677F]
极 [U+6781]
构 [U+6784]
枉 [U+6789]
析 [U+6790]
枕 [U+6795]
林 [U+6797]
枚 [U+679A]
果 [U+679C]
枝 [U+679D]
枢 [U+67A2]
枣 [U+67A3]
枪 [U+67AA]
枫 [U+67AB]
枯 [U+67AF]
架 [U+67B6]
枷 [U+67B7]
柄 [U+67C4]
柏 [U+67CF]
某 [U+67D0]
柑 [U+67D1]
柒 [U+67D2]
染 [U+67D3]
柔 [U+67D4]
柜 [U+67DC]
柞 [U+67DE]
柠 [U+67E0]
查 [U+67E5]
柬 [U+67EC]
柯 [U+67EF]
柱 [U+67F1]
柳 [U+67F3]
柴 [U+67F4]
柵 [U+67F5]
査 [U+67FB]
柿 [U+67FF]
栅 [U+6805]
标 [U+6807]
栈 [U+6808]
栋 [U+680B]
栏 [U+680F]
树 [U+6811]
栓 [U+6813]
栖 [U+6816]
栗 [U+6817]
校 [U+6821]
株 [U+682A]
样 [U+6837]
核 [U+6838]
根 [U+6839]
格 [U+683C]
栽 [U+683D]
桂 [U+6842]
桃 [U+6843]
桅 [U+6845]
框 [U+6846]
案 [U+6848]
桌 [U+684C]
桐 [U+6850]
桑 [U+6851]
桓 [U+6853]
桔 [U+6854]
档 [U+6863]
桥 [U+6865]
桨 [U+6868]
桩 [U+6869]
桶 [U+6876]
梁 [U+6881]
梅 [U+6885]
梆 [U+6886]
梗 [U+6897]
條 [U+689D]
梢 [U+68A2]
梦 [U+68A6]
梧 [U+68A7]
梨 [U+68A8]
梭 [U+68AD]
梯 [U+68AF]
械 [U+68B0]
梳 [U+68B3]
检 [U+68C0]
棄 [U+68C4]
棉 [U+68C9]
棋 [U+68CB]
棍 [U+68CD]
棒 [U+68D2]
棕 [U+68D5]
棗 [U+68D7]
棘 [U+68D8]
棚 [U+68DA]
棟 [U+68DF]
棠 [U+68E0]
棧 [U+68E7]
森 [U+68EE]
棱 [U+68F1]
棲 [U+68F2]
棵 [U+68F5]
棺 [U+68FA]
椅 [U+6905]
植 [U+690D]
椎 [U+690E]
椒 [U+6912]
検 [U+691C]
椭 [U+692D]
椰 [U+6930]
椽 [U+693D]
椿 [U+693F]
楊 [U+694A]
楓 [U+6953]
楔 [U+6954]
楚 [U+695A]
楞 [U+695E]
業 [U+696D]
極 [U+6975]
楷 [U+6977]
楼 [U+697C]
楽 [U+697D]
概 [U+6982]
榆 [U+6986]
榔 [U+6994]
榜 [U+699C]
榨 [U+69A8]
榮 [U+69AE]
榴 [U+69B4]
榷 [U+69B7]
構 [U+69CB]
槍 [U+69CD]
槐 [U+69D0]
様 [U+69D8]
槛 [U+69DB]
槳 [U+69F3]
槽 [U+69FD]
樁 [U+6A01]
樂 [U+6A02]
樊 [U+6A0A]
樓 [U+6A13]
標 [U+6A19]
